Scenario, Year, SSB, Catch, R, SER
1,2025,3118.13,10,30384.2,0.00115631
1,2026,3342.36,10.1592,30450,0.00109604
1,2027,3701.37,10.2924,30410.6,0.000965802
1,2028,4263.85,11.1471,30070.9,0.00090356
1,2029,4844.31,12.4963,29008.3,0.000910621
2,2025,3083.24,325,30384.2,0.0375214
2,2026,3185.21,315.703,30442.6,0.0349344
2,2027,3441.77,309.932,30453.8,0.0302736
2,2028,3920.92,329.979,30348.3,0.028061
2,2029,4427.34,366.952,29723,0.028192
3,2025,3045.91,650,30384.2,0.0749166
3,2026,3025.83,601.951,30430.2,0.068418
3,2027,3191.44,572.488,30421.7,0.0582481
3,2028,3603.31,600.345,30453.4,0.0535283
3,2029,4051.48,663.806,30194.1,0.0536934
4,2025,3007.11,975,30384.2,0.112177
4,2026,2869.35,859.401,30412.6,0.1004
4,2027,2958.21,792.617,30308.3,0.0839452
4,2028,3319.1,820.99,30383.2,0.0765904
4,2029,3723.17,904.894,30421.4,0.0768546
5,2025,2966.71,1300,30384.2,0.149293
5,2026,2715.84,1088.76,30388.9,0.130828
5,2027,2741.4,975.104,30110.3,0.107416
5,2028,3065.02,1000.71,30149.6,0.0974831
5,2029,3435.4,1102.04,30437.1,0.0980612
6,2025,2924.57,1625,30384.2,0.186254
6,2026,2565.41,1290.78,30358.1,0.159653
6,2027,2540.28,1124.57,29824.8,0.128742
6,2028,2837.95,1147.27,29767.7,0.116484
6,2029,3181.89,1264.83,30275.1,0.117714
7,2025,2880.5,1950,30384.2,0.223047
7,2026,2418.15,1466.29,30319.3,0.186827
7,2027,2354.11,1245.43,29449.6,0.148044
7,2028,2634.87,1267.39,29254.8,0.133901
7,2029,2957.03,1400.9,29968.4,0.136209
8,2025,2785.81,2600,30384.2,0.296073
8,2026,2133.55,1741.45,30211.7,0.236048
8,2027,2023.46,1418.12,28424.5,0.18124
8,2028,2289.5,1450.59,27910.5,0.165328
8,2029,2573.95,1615.08,29037.8,0.171212
